R_fighter,B_fighter,date,location,Winner,title_bout,weight_class,B_total_title_bouts,B_current_win_streak,B_current_lose_streak,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO_TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_total_title_bouts,R_current_win_streak,R_current_lose_streak,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO_TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Joe Riggs,Nick Diaz,2006-02-04,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,2,0,4,2,0,0,0,0,3,1,0,Southpaw,185.42,193.04,185,0,1,0,2,2,0,0,0,0,1,0,1,Southpaw,182.88,177.8,185,22,23
Alessio Sakara,Elvis Sinosic,2006-02-04,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,1,1,0,1,4,0,0,0,0,0,1,0,Orthodox,190.5,195.58,205,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,182.88,182.88,185,34,24
Brandon Vera,Justin Eilers,2006-02-04,"Las Vegas, Nevada, USA",Red,0,Heavyweight,1,1,0,1,2,0,0,0,0,1,0,0,Orthodox,185.42,,235,0,1,0,1,0,0,0,0,0,1,0,0,Orthodox,190.5,198.12,230,27,28
Chuck Liddell,Randy Couture,2006-02-04,"Las Vegas, Nevada, USA",Red,1,LightHeavyweight,12,7,0,11,4,0,1,0,2,5,2,1,Orthodox,185.42,190.5,205,3,1,0,12,2,0,0,0,5,6,0,1,Orthodox,187.96,193.04,205,42,36
Paul Buentello,Gilbert Aldana,2006-02-04,"Las Vegas, Nevada, USA",Red,0,Heavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,,250,1,2,0,2,1,0,0,0,0,1,1,0,Orthodox,187.96,195.58,245,28,32
Marcio Cruz,Frank Mir,2006-02-04,"Las Vegas, Nevada, USA",Red,0,Heavyweight,1,2,0,6,1,0,0,0,0,1,4,0,Southpaw,190.5,200.66,264,0,1,0,1,0,0,0,0,0,0,1,0,Orthodox,193.04,,232,26,27
Renato Sobral,Mike van Arsdale,2006-02-04,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,0,2,0,2,1,0,0,0,1,0,1,0,Switch,187.96,,205,0,1,0,4,2,0,1,0,1,0,2,0,Orthodox,185.42,190.5,205,40,30
Keith Jardine,Mike Whitehead,2006-02-04,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,,205,0,1,0,1,0,0,0,0,0,1,0,0,Orthodox,187.96,193.04,185,24,30
Josh Neer,Melvin Guillard,2006-01-16,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,1,0,1,0,0,0,0,0,0,0,1,Orthodox,175.26,180.34,155,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,22,22
Duane Ludwig,Jonathan Goulet,2006-01-16,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,1,0,1,0,0,0,0,0,0,0,1,Orthodox,182.88,185.42000000000002,170,0,1,0,1,0,0,0,0,1,0,0,0,Orthodox,177.8,177.8,170,26,27
Tim Sylvia,Assuerio Silva,2006-01-16,"Las Vegas, Nevada, USA",Red,0,Heavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,,241,4,3,0,4,2,0,0,0,0,4,0,0,Orthodox,203.2,203.2,265,31,29
Spencer Fisher,Aaron Riley,2006-01-16,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,1,0,1,0,0,0,0,0,0,0,Southpaw,172.72,175.26,155,0,1,0,1,0,0,0,0,0,0,1,0,Southpaw,170.18,172.72,155,25,29
Jason Von Flue,Alex Karalexis,2006-01-16,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,1,0,1,1,0,0,0,0,1,0,0,Orthodox,172.72,167.64000000000001,155,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,,170,28,30
Joshua Burkman,Drew Fickett,2006-01-16,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,1,2,1,0,0,0,0,0,2,0,Orthodox,177.8,177.8,155,0,1,0,1,0,0,0,0,0,1,0,0,Orthodox,177.8,182.88,170,26,25
Chris Leben,Jorge Rivera,2006-01-16,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,1,0,2,2,0,0,0,2,0,0,0,Orthodox,185.42,185.42000000000002,185,0,3,0,3,0,0,0,1,0,1,1,0,Southpaw,180.34,185.42000000000002,185,33,25
Stephan Bonnar,James Irvin,2006-01-16,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,0,0,1,1,1,0,0,0,0,1,0,0,Orthodox,187.96,190.5,205,1,0,1,1,1,0,0,0,1,0,0,0,Orthodox,193.04,200.66,205,27,28
Thiago Alves,Ansar Chalangov,2005-11-19,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,,170,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,175.26,177.8,170,26,22
Rich Franklin,Nate Quarry,2005-11-19,"Las Vegas, Nevada, USA",Red,1,Middleweight,0,3,0,3,0,0,0,0,0,3,0,0,Open Stance,182.88,182.88,185,1,5,0,5,0,0,0,0,0,3,1,1,Southpaw,185.42,193.04,185,33,31
Georges St-Pierre,Sean Sherk,2005-11-19,"Las Vegas, Nevada, USA",Red,0,Welterweight,1,3,0,3,1,0,0,0,1,0,1,1,Orthodox,167.64000000000001,170.18,155,1,2,0,4,1,0,0,0,2,1,1,0,Orthodox,180.34,193.04,185,32,24
Jeremy Horn,Trevor Prangley,2005-11-19,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,2,0,2,0,0,0,0,1,0,1,0,Orthodox,185.42,190.5,185,2,0,2,4,4,0,0,0,0,1,3,0,Orthodox,185.42,187.96,185,33,30
Sam Hoger,Jeff Newton,2005-11-19,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Sideways,187.96,,205,0,1,0,1,1,0,0,0,1,0,0,0,Orthodox,187.96,,205,38,25
Nick Thompson,Keith Wisniewski,2005-11-19,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,,170,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,170,24,24
Matt Hughes,Joe Riggs,2005-11-19,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,1,0,2,1,0,0,0,0,1,0,1,Southpaw,182.88,177.8,185,9,2,0,11,2,0,0,0,3,3,3,2,Switch,175.26,185.42000000000002,170,23,32
Gabriel Gonzaga,Kevin Jordan,2005-11-19,"Las Vegas, Nevada, USA",Red,0,Heavyweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,190.5,,245,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,242,34,26
Joshua Burkman,Sammy Morgan,2005-11-05,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,,170,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,24,25
Rashad Evans,Brad Imes,2005-11-05,"Las Vegas, Nevada, USA",Red,1,Heavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,200.66,,265,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,205,28,26
Diego Sanchez,Nick Diaz,2005-11-05,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,2,0,4,1,0,0,0,0,3,1,0,Southpaw,185.42,193.04,185,1,2,0,2,0,0,0,0,0,2,0,0,Southpaw,177.8,182.88,170,22,23
Kenny Florian,Kit Cope,2005-11-05,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,,170,1,0,1,1,1,0,0,0,0,0,0,1,Southpaw,177.8,187.96,145,28,29
Joe Stevenson,Luke Cummo,2005-11-05,"Las Vegas, Nevada, USA",Red,1,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,145,25,23
Keith Jardine,Kerry Schall,2005-11-05,"Las Vegas, Nevada, USA",Red,0,Heavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,,265,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,185,34,30
Melvin Guillard,Marcus Davis,2005-11-05,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,170,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155,32,22
Andrei Arlovski,Paul Buentello,2005-10-07,"Uncasville, Connecticut, USA",Red,1,Heavyweight,0,2,0,2,0,0,0,0,0,1,1,0,Orthodox,187.96,195.58,245,2,1,0,6,2,0,0,0,0,4,2,0,Orthodox,190.5,195.58,240,31,26
Joe Riggs,Chris Lytle,2005-10-07,"Uncasville, Connecticut, USA",Red,0,Welterweight,0,0,2,2,3,0,0,0,0,0,2,0,Orthodox,180.34,172.72,170,0,1,0,1,1,0,0,0,0,1,0,0,Southpaw,182.88,177.8,185,31,23
Branden Lee Hinkle,Sean Gannon,2005-10-07,"Uncasville, Connecticut, USA",Red,0,Heavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,190.5,,265,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,,235,,32
Forrest Griffin,Elvis Sinosic,2005-10-07,"Uncasville, Connecticut, USA",Red,0,LightHeavyweight,1,1,0,1,3,0,0,0,0,0,1,0,Orthodox,190.5,195.58,205,1,2,0,2,0,0,0,0,1,0,1,0,Orthodox,190.5,195.58,205,34,26
Marcio Cruz,Keigo Kunihara,2005-10-07,"Uncasville, Connecticut, USA",Red,0,Heavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,,235,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,,232,,27
Renato Sobral,Chael Sonnen,2005-10-07,"Uncasville, Connecticut, USA",Red,0,LightHeavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,185.42000000000002,205,0,1,0,3,2,0,1,0,1,0,1,0,Orthodox,185.42,190.5,205,28,30
Alessio Sakara,Ron Faircloth,2005-10-07,"Uncasville, Connecticut, USA",Draw,0,LightHeavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,,205,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,185,26,24
Jorge Rivera,Dennis Hallman,2005-10-07,"Uncasville, Connecticut, USA",Red,0,Middleweight,1,1,0,1,2,0,0,0,0,0,1,0,Orthodox,175.26,182.88,155,0,1,0,1,2,0,0,0,1,0,0,0,Orthodox,185.42,185.42000000000002,185,29,33
Jon Fitch,Brock Larson,2005-10-03,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,180.34,170,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,28,27
Spencer Fisher,Thiago Alves,2005-10-03,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,170,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,170.18,172.72,155,22,29
David Loiseau,Evan Tanner,2005-10-03,"Las Vegas, Nevada, USA",Red,0,Middleweight,3,3,0,10,3,0,0,0,2,4,3,1,Orthodox,182.88,187.96,185,0,1,0,3,1,0,0,0,0,2,0,1,Orthodox,182.88,193.04,185,34,25
Brandon Vera,Fabiano Scherner,2005-10-03,"Las Vegas, Nevada, USA",Red,0,Heavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,,257,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,230,33,27
Drew Fickett,Josh Koscheck,2005-10-03,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,2,0,2,0,0,0,0,0,1,1,0,Orthodox,177.8,185.42000000000002,170,0,0,1,1,1,0,0,0,0,0,1,0,Orthodox,177.8,177.8,155,27,25
Jonathan Goulet,Jay Hieron,2005-10-03,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42000000000002,170,29,26
Chris Leben,Edwin DeWees,2005-10-03,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,185.42,,185,0,2,0,2,0,0,0,1,0,1,0,0,Southpaw,180.34,185.42000000000002,185,23,25
Randy Couture,Mike van Arsdale,2005-08-20,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,0,2,0,2,0,0,0,0,1,0,1,0,Switch,187.96,,205,12,7,0,10,4,0,1,0,2,5,1,1,Orthodox,185.42,190.5,205,40,42
Tim Sylvia,Tra Telligman,2005-08-20,"Las Vegas, Nevada, USA",Red,0,Heavyweight,0,0,1,1,3,0,0,0,0,0,1,0,Orthodox,187.96,,233,4,3,0,3,2,0,0,0,0,3,0,0,Orthodox,203.2,203.2,265,40,29
Chuck Liddell,Jeremy Horn,2005-08-20,"Las Vegas, Nevada, USA",Red,1,LightHeavyweight,1,0,2,4,3,0,0,0,0,1,3,0,Orthodox,185.42,187.96,185,2,1,0,11,2,0,0,0,5,5,0,1,Orthodox,187.96,193.04,205,29,35
Trevor Prangley,Travis Lutter,2005-08-20,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,1,0,1,1,0,0,0,0,1,0,0,Orthodox,180.34,190.5,185,0,1,0,1,0,0,0,0,0,0,1,0,Orthodox,185.42,190.5,185,32,32
Georges St-Pierre,Frank Trigg,2005-08-20,"Las Vegas, Nevada, USA",Red,0,Welterweight,2,0,1,2,2,0,0,0,0,2,0,0,Southpaw,175.26,180.34,170,1,2,0,3,1,0,0,0,2,1,0,0,Orthodox,180.34,193.04,185,33,24
James Irvin,Terry Martin,2005-08-20,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,185,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,187.96,190.5,205,24,26
Diego Sanchez,Brian Gassaway,2005-08-20,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,,170,1,1,0,1,0,0,0,0,0,1,0,0,Southpaw,177.8,182.88,170,33,23
Matt Lindland,Joe Doerksen,2005-08-20,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,1,1,1,0,0,0,0,0,1,0,Orthodox,182.88,190.5,185,1,4,0,8,3,0,1,0,2,3,1,0,Southpaw,182.88,187.96,185,27,35
Kenny Florian,Alex Karalexis,2005-08-06,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,1,0,1,0,0,0,0,0,1,0,0,Orthodox,172.72,167.64000000000001,155,1,0,1,0,1,0,0,0,0,0,0,0,Southpaw,177.8,187.96,145,27,29
Drew Fickett,Josh Neer,2005-08-06,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,22,25
Nate Quarry,Pete Sell,2005-08-06,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,1,0,1,0,0,0,0,0,0,1,0,Orthodox,180.34,190.5,170,0,2,0,2,0,0,0,0,0,2,0,0,Open Stance,182.88,182.88,185,23,33
Josh Koscheck,Pete Spratt,2005-08-06,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,1,0,2,1,0,0,0,0,0,2,0,Orthodox,175.26,,170,0,1,0,1,0,0,0,0,0,1,0,0,Orthodox,177.8,185.42000000000002,170,34,27
Mike Swick,Gideon Ray,2005-08-06,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,1,0,1,0,0,0,0,0,0,0,Southpaw,177.8,,185,0,1,0,1,0,0,0,0,0,1,0,0,Orthodox,185.42,195.58,170,32,26
Chris Leben,Patrick Cote,2005-08-06,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,2,0,2,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,0,1,0,1,0,0,0,0,0,1,0,0,Southpaw,180.34,185.42000000000002,185,25,25
Nate Marquardt,Ivan Salaverry,2005-08-06,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,1,0,3,1,0,0,0,0,1,2,0,Orthodox,182.88,,185,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,185,34,26
Stephan Bonnar,Sam Hoger,2005-08-06,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,0,1,0,1,0,0,0,0,1,0,0,0,Orthodox,187.96,,205,1,0,1,0,1,0,0,0,0,0,0,0,Orthodox,193.04,200.66,205,25,28
David Loiseau,Charles McCarthy,2005-06-04,"Atlantic City, New Jersey, USA",Red,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,185,0,1,0,2,1,0,0,0,0,1,0,1,Orthodox,182.88,193.04,185,24,25
Rich Franklin,Evan Tanner,2005-06-04,"Atlantic City, New Jersey, USA",Red,1,Middleweight,2,3,0,10,2,0,0,0,2,4,3,1,Orthodox,182.88,187.96,185,0,4,0,4,0,0,0,0,0,3,1,0,Southpaw,185.42,193.04,185,34,30
Paul Buentello,Kevin Jordan,2005-06-04,"Atlantic City, New Jersey, USA",Red,0,Heavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,,245,0,1,0,1,0,0,0,0,0,1,0,0,Orthodox,187.96,195.58,245,34,31
Nick Diaz,Koji Oishi,2005-06-04,"Atlantic City, New Jersey, USA",Red,0,Welterweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,172.72,,170,0,2,0,3,1,0,0,0,0,2,1,0,Southpaw,185.42,193.04,185,28,21
Karo Parisyan,Matt Serra,2005-06-04,"Atlantic City, New Jersey, USA",Red,0,Welterweight,0,0,1,4,3,0,1,0,2,0,1,0,Orthodox,167.64000000000001,172.72,170,0,1,0,3,1,0,0,1,1,0,1,0,Orthodox,177.8,182.88,170,31,22
Nate Quarry,Shonie Carter,2005-06-04,"Atlantic City, New Jersey, USA",Red,0,Middleweight,0,3,0,3,1,0,0,0,2,1,0,0,Southpaw,177.8,,170,0,1,0,1,0,0,0,0,0,1,0,0,Open Stance,182.88,182.88,185,33,33
Forrest Griffin,Bill Mahood,2005-06-04,"Atlantic City, New Jersey, USA",Red,0,LightHeavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,,200,1,1,0,1,0,0,0,0,1,0,0,0,Orthodox,190.5,195.58,205,38,26
Andrei Arlovski,Justin Eilers,2005-06-04,"Atlantic City, New Jersey, USA",Red,1,Heavyweight,0,1,0,1,1,0,0,0,0,1,0,0,Orthodox,185.42,,235,1,1,0,5,2,0,0,0,0,3,2,0,Orthodox,190.5,195.58,240,26,26
Matt Hughes,Frank Trigg,2005-04-16,"Las Vegas, Nevada, USA",Red,1,Welterweight,1,0,1,2,1,0,0,0,0,2,0,0,Southpaw,175.26,180.34,170,8,2,0,10,2,0,0,0,3,3,2,2,Switch,175.26,185.42000000000002,170,32,31
Joe Doerksen,Patrick Cote,2005-04-16,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,182.88,190.5,185,25,27
Chuck Liddell,Randy Couture,2005-04-16,"Las Vegas, Nevada, USA",Red,1,LightHeavyweight,11,7,0,10,3,0,1,0,2,5,1,1,Orthodox,185.42,190.5,205,1,1,0,10,2,0,0,0,5,4,0,1,Orthodox,187.96,193.04,205,41,35
Matt Lindland,Travis Lutter,2005-04-16,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,1,0,1,0,0,0,0,0,1,0,0,Orthodox,180.34,190.5,185,1,4,0,7,3,0,1,0,2,3,0,0,Southpaw,182.88,187.96,185,31,34
Georges St-Pierre,Jason Miller,2005-04-16,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,,185,1,2,0,2,1,0,0,0,1,1,0,0,Orthodox,180.34,193.04,185,24,23
Mike van Arsdale,John Marsh,2005-04-16,"Las Vegas, Nevada, USA",Red,0,Heavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,,265,0,1,0,1,0,0,0,0,0,0,1,0,Switch,187.96,,205,34,39
Renato Sobral,Travis Wiuff,2005-04-16,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,190.5,,205,0,1,0,2,2,0,1,0,1,0,0,0,Orthodox,185.42,190.5,205,27,29
Ivan Salaverry,Joe Riggs,2005-04-16,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,1,0,1,0,0,0,0,0,1,0,0,Southpaw,182.88,177.8,185,0,1,0,2,1,0,0,0,0,1,1,0,Orthodox,182.88,,185,22,34
Rich Franklin,Ken Shamrock,2005-04-09,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,1,2,0,6,4,0,0,0,0,2,4,0,Orthodox,185.42,182.88,205,0,3,0,3,0,0,0,0,0,2,1,0,Southpaw,185.42,193.04,185,41,30
Forrest Griffin,Stephan Bonnar,2005-04-09,"Las Vegas, Nevada, USA",Red,1,LightHeavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,200.66,205,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,205,28,26
Sam Hoger,Bobby Southworth,2005-04-09,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,,205,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,,205,35,24
Diego Sanchez,Kenny Florian,2005-04-09,"Las Vegas, Nevada, USA",Red,1,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,187.96,145,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,182.88,170,28,23
Josh Koscheck,Chris Sanford,2005-04-09,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,,185,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42000000000002,170,37,27
Nate Quarry,Lodune Sincaid,2005-04-09,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,,185,0,0,0,0,0,0,0,0,0,0,0,0,Open Stance,182.88,182.88,185,31,33
Mike Swick,Alex Schoenauer,2005-04-09,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,,185,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,195.58,170,28,25
Chris Leben,Jason Thacker,2005-04-09,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,,185,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,185.42000000000002,185,29,24
Alex Karalexis,Josh Rafferty,2005-04-09,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,,170,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,167.64000000000001,155,24,27
Evan Tanner,David Terrell,2005-02-05,"Las Vegas, Nevada, USA",Red,1,Middleweight,0,1,0,1,0,0,0,0,0,1,0,0,Southpaw,185.42,,185,1,3,0,9,2,0,0,0,2,3,3,1,Orthodox,182.88,187.96,185,27,33
Paul Buentello,Justin Eilers,2005-02-05,"Las Vegas, Nevada, USA",Red,0,Heavyweight,0,1,0,1,0,0,0,0,0,1,0,0,Orthodox,185.42,,235,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,195.58,245,26,31
David Loiseau,Gideon Ray,2005-02-05,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,,185,0,1,0,1,1,0,0,0,0,1,0,0,Orthodox,182.88,193.04,185,31,25
Andrei Arlovski,Tim Sylvia,2005-02-05,"Las Vegas, Nevada, USA",Red,1,Heavyweight,3,3,0,3,1,0,0,0,0,3,0,0,Orthodox,203.2,203.2,265,0,1,0,4,2,0,0,0,0,3,1,0,Orthodox,190.5,195.58,240,28,26
Karo Parisyan,Chris Lytle,2005-02-05,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,2,2,2,0,0,0,0,0,2,0,Orthodox,180.34,172.72,170,0,1,0,2,1,0,0,1,0,0,1,0,Orthodox,177.8,182.88,170,30,22
Pete Sell,Phil Baroni,2005-02-05,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,1,0,3,4,0,0,0,1,2,0,0,Orthodox,175.26,182.88,170,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,28,22
Tito Ortiz,Vitor Belfort,2005-02-05,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,2,3,0,7,3,0,0,0,0,5,1,1,Southpaw,182.88,187.96,185,9,1,0,10,4,0,0,0,3,5,1,1,Orthodox,190.5,187.96,205,27,30
Mike Kyle,James Irvin,2005-02-05,"Las Vegas, Nevada, USA",Red,0,Heavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,190.5,205,0,1,0,1,1,0,0,0,0,1,0,0,Orthodox,193.04,195.58,205,26,24
Nick Diaz,Drew Fickett,2005-02-05,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,0,2,0,2,1,0,0,0,0,1,1,0,Southpaw,185.42,193.04,185,25,21
Tito Ortiz,Patrick Cote,2004-10-22,"Atlantic City, New Jersey, USA",Red,0,LightHeavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,9,1,0,9,4,0,0,0,2,5,1,1,Orthodox,190.5,187.96,205,24,29
Frank Trigg,Renato Verissimo,2004-10-22,"Atlantic City, New Jersey, USA",Red,0,Welterweight,0,1,0,1,1,0,0,0,1,0,0,0,Orthodox,185.42,,170,1,0,1,1,1,0,0,0,0,1,0,0,Southpaw,175.26,180.34,170,31,32
Matt Hughes,Georges St-Pierre,2004-10-22,"Atlantic City, New Jersey, USA",Red,1,Welterweight,0,2,0,2,0,0,0,0,1,1,0,0,Orthodox,180.34,193.04,185,7,2,0,9,2,0,0,0,3,3,1,2,Switch,175.26,185.42000000000002,170,23,31
Evan Tanner,Robbie Lawler,2004-10-22,"Atlantic City, New Jersey, USA",Red,0,Middleweight,0,3,0,4,2,0,0,0,2,2,0,0,Southpaw,180.34,187.96,170,1,3,0,8,2,0,0,0,2,3,2,1,Orthodox,182.88,187.96,185,22,33
