R_fighter,B_fighter,date,location,Winner,title_bout,weight_class,B_total_title_bouts,B_current_win_streak,B_current_lose_streak,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO_TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_total_title_bouts,R_current_win_streak,R_current_lose_streak,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO_TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Jon Fitch,Kuniyoshi Hironaka,2006-10-14,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,168,0,3,0,3,0,0,0,0,1,1,1,0,Orthodox,182.88,187.96,170,30,28
Sean Sherk,Kenny Florian,2006-10-14,"Las Vegas, Nevada, USA",Red,1,Lightweight,1,0,1,3,1,0,0,0,0,0,2,1,Southpaw,177.8,187.96,145,1,3,0,4,2,0,0,0,2,0,1,1,Orthodox,167.64000000000001,170.18,155,30,33
Matt Hamill,Seth Petruzelli,2006-10-10,"Hollywood, Florida, USA",Red,0,LightHeavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,205,0,1,0,1,0,0,0,0,0,1,0,0,Orthodox,185.42,193.04,205,26,30
Tito Ortiz,Ken Shamrock,2006-10-10,"Hollywood, Florida, USA",Red,0,LightHeavyweight,1,2,0,6,6,0,0,0,0,2,4,0,Orthodox,185.42,182.88,205,9,1,0,13,4,0,0,2,3,6,1,1,Orthodox,190.5,187.96,205,42,31
Tony DeSouza,Dustin Hazelett,2006-10-10,"Hollywood, Florida, USA",Red,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,193.04,170,0,2,0,2,1,0,0,0,1,0,1,0,Southpaw,182.88,177.8,170,20,32
Thiago Alves,John Alessio,2006-10-10,"Hollywood, Florida, USA",Red,0,Welterweight,1,0,2,0,2,0,0,0,0,0,0,0,Orthodox,177.8,182.88,155,0,0,1,2,2,0,0,0,0,2,0,0,Orthodox,175.26,177.8,170,27,23
Nate Marquardt,Crafton Wallace,2006-10-10,"Hollywood, Florida, USA",Red,0,Middleweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,182.88,,185,0,2,0,2,0,0,0,0,2,0,0,0,Orthodox,182.88,187.96,185,30,27
Kendall Grove,Chris Price,2006-10-10,"Hollywood, Florida, USA",Red,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,187.96,,185,1,1,0,1,0,0,0,0,1,0,0,0,Orthodox,198.12,200.66,185,23,23
Rory Singer,Josh Haynes,2006-10-10,"Hollywood, Florida, USA",Red,0,Middleweight,1,0,1,0,1,0,0,0,0,0,0,0,Orthodox,175.26,,170,0,1,0,1,0,0,0,0,0,0,1,0,Orthodox,187.96,195.58,185,29,30
Jason MacDonald,Ed Herman,2006-10-10,"Hollywood, Florida, USA",Red,0,Middleweight,1,0,1,0,1,0,0,0,0,0,0,0,Orthodox,185.42,195.58,205,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,203.2,185,26,31
Marcus Davis,Forrest Petz,2006-10-10,"Hollywood, Florida, USA",Red,0,Welterweight,0,1,0,1,0,0,0,0,1,0,0,0,Orthodox,175.26,180.34,170,0,0,1,0,1,0,0,0,0,0,0,0,Southpaw,177.8,177.8,170,31,33
Joe Lauzon,Jens Pulver,2006-09-23,"Anaheim, California, USA",Red,0,Lightweight,3,0,1,6,1,0,1,0,3,2,0,0,Southpaw,170.18,177.8,145,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,155,31,22
Jorge Gurgel,Danny Abbadi,2006-09-23,"Anaheim, California, USA",Red,0,Lightweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,180.34,,155,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,170.18,175.26,155,23,29
Eddie Sanchez,Mario Neto,2006-09-23,"Anaheim, California, USA",Red,0,Heavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,,229,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,230,,23
Melvin Guillard,Gabe Ruediger,2006-09-23,"Anaheim, California, USA",Red,0,Lightweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,,155,0,1,0,2,1,0,0,0,0,1,0,1,Orthodox,175.26,180.34,155,29,23
Matt Hughes,BJ Penn,2006-09-23,"Anaheim, California, USA",Red,1,Welterweight,3,3,0,6,3,0,0,0,1,4,1,0,Orthodox,175.26,177.8,155,9,2,0,13,2,0,0,0,3,4,4,2,Switch,175.26,185.42000000000002,170,27,32
Rashad Evans,Jason Lambert,2006-09-23,"Anaheim, California, USA",Red,0,LightHeavyweight,0,3,0,3,0,0,0,0,0,2,1,0,Orthodox,190.5,190.5,185,1,3,0,3,0,0,1,2,0,0,0,0,Orthodox,182.88,190.5,205,31,26
Mike Swick,David Loiseau,2006-09-23,"Anaheim, California, USA",Red,0,Middleweight,1,1,0,4,2,0,0,0,0,2,0,2,Orthodox,182.88,193.04,185,0,4,0,4,0,0,0,0,0,2,2,0,Orthodox,185.42,195.58,170,26,27
Tyson Griffin,David Lee,2006-09-23,"Anaheim, California, USA",Red,0,Lightweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,,155,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64000000000001,172.72,145,,22
Roger Huerta,Jason Dent,2006-09-23,"Anaheim, California, USA",Red,0,Lightweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,155,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,155,26,23
David Heath,Cory Walmsley,2006-08-26,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,,205,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,205,,30
Wilson Gouveia,Wes Combs,2006-08-26,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,187.96,,205,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,185.42,193.04,185,33,27
Chuck Liddell,Renato Sobral,2006-08-26,"Las Vegas, Nevada, USA",Red,1,LightHeavyweight,0,1,0,5,2,0,1,0,1,0,3,0,Orthodox,185.42,190.5,205,4,1,0,13,2,0,0,0,5,7,0,1,Orthodox,187.96,193.04,205,30,36
Nick Diaz,Josh Neer,2006-08-26,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,1,2,2,0,0,0,1,0,1,0,Orthodox,180.34,182.88,170,0,2,0,4,4,0,0,0,0,3,1,0,Southpaw,185.42,193.04,185,23,23
Cheick Kongo,Christian Wellisch,2006-08-26,"Las Vegas, Nevada, USA",Red,0,Heavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,195.58,234,0,1,0,1,0,0,0,0,0,0,0,1,Orthodox,193.04,208.28,240,30,31
Hermes Franca,Jamie Varner,2006-08-26,"Las Vegas, Nevada, USA",Red,0,Lightweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,155,0,2,0,3,2,0,0,0,1,1,1,0,Orthodox,167.64000000000001,180.34,155,21,32
Eric Schafer,Rob MacDonald,2006-08-26,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,0,0,1,1,1,0,0,0,0,0,1,0,Orthodox,190.5,198.12,205,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,193.04,185,27,28
Forrest Griffin,Stephan Bonnar,2006-08-26,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,1,0,1,3,2,0,0,0,2,0,1,0,Orthodox,193.04,200.66,205,1,3,0,3,1,0,0,0,1,1,1,0,Orthodox,190.5,195.58,205,29,27
Yushin Okami,Alan Belcher,2006-08-26,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,190.5,185,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,187.96,190.5,170,22,25
Martin Kampmann,Crafton Wallace,2006-08-17,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,,185,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,170,30,24
Chris Leben,Jorge Santiago,2006-08-17,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,1,0,1,0,0,0,0,0,1,0,0,Orthodox,185.42,190.5,170,0,5,0,5,1,0,0,1,1,2,1,0,Southpaw,180.34,185.42000000000002,185,25,26
Forrest Petz,Sammy Morgan,2006-08-17,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,177.8,,170,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,170,24,30
Joe Riggs,Jason Von Flue,2006-08-17,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,1,0,1,1,0,0,0,0,0,1,0,Orthodox,182.88,,170,0,1,0,3,3,0,0,0,1,1,0,1,Southpaw,182.88,177.8,185,31,23
Diego Sanchez,Karo Parisyan,2006-08-17,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,1,0,5,1,0,0,1,2,1,1,0,Orthodox,177.8,182.88,170,1,4,0,4,0,0,0,0,2,2,0,0,Southpaw,177.8,182.88,170,23,24
Josh Koscheck,Jonathan Goulet,2006-08-17,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,1,0,2,1,0,1,0,0,0,0,1,Orthodox,182.88,185.42000000000002,170,0,2,0,4,1,0,0,0,1,1,2,0,Orthodox,177.8,185.42000000000002,170,27,28
Jake O'Brien,Kristof Midoux,2006-08-17,"Las Vegas, Nevada, USA",Red,0,Heavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,,220,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,193.04,205,32,21
Dean Lister,Yuki Sasaki,2006-08-17,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,,185,0,1,0,1,0,0,0,0,0,0,1,0,Orthodox,185.42,190.5,185,29,30
Anthony Torres,Pat Healy,2006-08-17,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,155,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,,170,23,28
Tito Ortiz,Ken Shamrock,2006-07-08,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,1,2,0,6,5,0,0,0,0,2,4,0,Orthodox,185.42,182.88,205,9,1,0,12,4,0,0,2,3,5,1,1,Orthodox,190.5,187.96,205,42,31
Tim Sylvia,Andrei Arlovski,2006-07-08,"Las Vegas, Nevada, USA",Red,1,Heavyweight,4,1,0,7,3,0,0,0,0,5,2,0,Orthodox,190.5,195.58,240,5,3,0,6,2,0,0,0,1,5,0,0,Orthodox,203.2,203.2,265,27,30
Jeff Monson,Anthony Perosh,2006-07-08,"Las Vegas, Nevada, USA",Red,0,Heavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,205,0,1,0,3,2,0,0,1,1,0,1,0,Orthodox,175.26,187.96,247,33,35
Cheick Kongo,Gilbert Aldana,2006-07-08,"Las Vegas, Nevada, USA",Red,0,Heavyweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,185.42,,250,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,208.28,240,28,31
Frank Mir,Dan Christison,2006-07-08,"Las Vegas, Nevada, USA",Red,0,Heavyweight,0,1,0,1,0,0,0,0,0,0,1,0,Orthodox,203.2,,265,1,2,0,6,2,0,0,0,0,1,4,0,Southpaw,190.5,200.66,264,34,27
Joe Stevenson,Yves Edwards,2006-07-08,"Las Vegas, Nevada, USA",Red,0,Lightweight,0,0,2,6,3,0,0,1,1,3,1,0,Southpaw,175.26,185.42000000000002,155,1,1,0,1,1,0,0,0,1,0,0,0,Orthodox,170.18,177.8,145,29,24
Hermes Franca,Joe Jordan,2006-07-08,"Las Vegas, Nevada, USA",Red,0,CatchWeight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64000000000001,,155,0,2,0,2,2,0,0,0,1,1,0,0,Orthodox,167.64000000000001,180.34,155,27,31
Joshua Burkman,Josh Neer,2006-07-08,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,1,2,1,0,0,0,1,0,1,0,Orthodox,180.34,182.88,170,0,2,0,2,1,0,0,0,0,1,1,0,Orthodox,177.8,182.88,170,23,26
Drew Fickett,Kurt Pellegrino,2006-07-08,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,155,0,0,1,2,2,0,0,0,0,0,2,0,Orthodox,177.8,177.8,155,27,26
Jonathan Goulet,Luke Cummo,2006-06-28,"Las Vegas, Nevada, USA",Red,0,Welterweight,1,0,1,1,1,0,0,0,1,0,0,0,Orthodox,182.88,187.96,170,0,1,0,1,1,0,0,0,0,0,0,1,Orthodox,182.88,185.42000000000002,170,26,26
Rashad Evans,Stephan Bonnar,2006-06-28,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,1,0,1,3,1,0,0,0,2,0,1,0,Orthodox,193.04,200.66,205,1,2,0,2,0,0,0,2,0,0,0,0,Orthodox,182.88,190.5,205,29,26
Rob MacDonald,Kristian Rothaermel,2006-06-28,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Open Stance,182.88,,205,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,190.5,198.12,205,34,27
Mark Hominick,Jorge Gurgel,2006-06-28,"Las Vegas, Nevada, USA",Red,0,Lightweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,155,0,1,0,1,0,0,0,0,0,0,1,0,Orthodox,172.72,172.72,145,29,23
Anderson Silva,Chris Leben,2006-06-28,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,5,0,5,0,0,0,1,1,2,1,0,Southpaw,180.34,185.42000000000002,185,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,187.96,195.58,185,25,31
Jon Fitch,Thiago Alves,2006-06-28,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,1,2,1,0,0,0,0,2,0,0,Orthodox,175.26,177.8,170,0,2,0,2,0,0,0,0,1,0,1,0,Orthodox,182.88,187.96,170,22,28
Jason Lambert,Branden Lee Hinkle,2006-06-28,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,0,1,0,1,1,0,0,0,0,1,0,0,Orthodox,190.5,,235,0,2,0,2,0,0,0,0,0,1,1,0,Orthodox,190.5,190.5,185,32,31
Josh Koscheck,Dave Menne,2006-06-28,"Las Vegas, Nevada, USA",Red,0,Welterweight,2,2,0,2,2,0,0,0,2,0,0,0,Orthodox,177.8,,170,0,2,0,3,1,0,0,0,0,1,2,0,Orthodox,177.8,185.42000000000002,170,31,28
Jorge Santiago,Justin Levens,2006-06-28,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,180.34,,185,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,170,26,25
Rory Singer,Ross Pointon,2006-06-24,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,,170,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,195.58,185,26,30
Kalib Starnes,Danny Abbadi,2006-06-24,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,,155,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,187.96,185,22,31
Michael Bisping,Josh Haynes,2006-06-24,"Las Vegas, Nevada, USA",Red,1,LightHeavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,,170,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,185,28,27
Kendall Grove,Ed Herman,2006-06-24,"Las Vegas, Nevada, USA",Red,1,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,195.58,205,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,198.12,200.66,185,25,23
Luigi Fioravanti,Solomon Hutcherson,2006-06-24,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,,185,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,172.72,177.8,170,33,25
Matt Hamill,Jesse Forbes,2006-06-24,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,187.96,190.5,185,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,193.04,205,21,29
Kenny Florian,Sam Stout,2006-06-24,"Las Vegas, Nevada, USA",Red,0,Lightweight,0,1,0,1,0,0,0,1,0,0,0,0,Orthodox,175.26,177.8,155,1,0,1,2,1,0,0,0,0,0,1,1,Southpaw,177.8,187.96,145,22,30
Keith Jardine,Wilson Gouveia,2006-06-24,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,193.04,185,0,2,0,2,1,0,0,0,1,1,0,0,Orthodox,187.96,193.04,185,27,30
Mike Nickels,Wes Combs,2006-06-24,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,,205,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,,205,33,34
Matt Hughes,Royce Gracie,2006-05-27,"Los Angeles, California, USA",Red,0,CatchWeight,2,8,0,8,1,0,0,0,0,1,7,0,Southpaw,185.42,,175,9,2,0,12,2,0,0,0,3,3,4,2,Switch,175.26,185.42000000000002,170,39,32
Dean Lister,Alessio Sakara,2006-05-27,"Los Angeles, California, USA",Red,0,LightHeavyweight,0,0,1,1,1,0,0,0,1,0,0,0,Orthodox,182.88,182.88,185,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,185,24,30
Brandon Vera,Assuerio Silva,2006-05-27,"Los Angeles, California, USA",Red,0,Heavyweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,177.8,,241,0,2,0,2,0,0,0,0,0,2,0,0,Orthodox,190.5,198.12,230,31,28
Diego Sanchez,John Alessio,2006-05-27,"Los Angeles, California, USA",Red,0,Welterweight,1,0,1,0,1,0,0,0,0,0,0,0,Orthodox,177.8,182.88,155,1,3,0,3,0,0,0,0,1,2,0,0,Southpaw,177.8,182.88,170,26,24
Mike Swick,Joe Riggs,2006-05-27,"Los Angeles, California, USA",Red,0,Middleweight,0,1,0,3,2,0,0,0,1,1,0,1,Southpaw,182.88,177.8,185,0,3,0,3,0,0,0,0,0,2,1,0,Orthodox,185.42,195.58,170,23,26
Jeremy Horn,Chael Sonnen,2006-05-27,"Los Angeles, California, USA",Red,0,Middleweight,0,0,1,1,1,0,0,0,1,0,0,0,Southpaw,185.42,185.42000000000002,205,2,0,2,5,4,0,0,0,1,1,3,0,Orthodox,185.42,187.96,185,29,30
Gabriel Gonzaga,Fabiano Scherner,2006-05-27,"Los Angeles, California, USA",Red,0,Heavyweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,190.5,,257,0,1,0,1,0,0,0,0,0,1,0,0,Orthodox,187.96,193.04,242,33,27
Spencer Fisher,Matt Wiman,2006-05-27,"Los Angeles, California, USA",Red,0,Lightweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,172.72,155,0,2,0,2,1,0,0,0,0,0,1,1,Southpaw,170.18,172.72,155,22,30
Melvin Guillard,Rick Davis,2006-05-27,"Los Angeles, California, USA",Red,0,Lightweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,,155,0,1,0,1,1,0,0,0,0,0,0,1,Orthodox,175.26,180.34,155,,23
Tim Sylvia,Andrei Arlovski,2006-04-15,"Anaheim, California, USA",Red,1,Heavyweight,3,1,0,7,2,0,0,0,0,5,2,0,Orthodox,190.5,195.58,240,4,3,0,5,2,0,0,0,1,4,0,0,Orthodox,203.2,203.2,265,27,30
Jeff Monson,Marcio Cruz,2006-04-15,"Anaheim, California, USA",Red,0,Heavyweight,0,2,0,2,0,0,0,0,0,1,1,0,Orthodox,193.04,,232,0,1,0,2,2,0,0,0,1,0,1,0,Orthodox,175.26,187.96,247,27,35
Evan Tanner,Justin Levens,2006-04-15,"Anaheim, California, USA",Red,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,,185,3,3,0,10,4,0,0,0,2,4,3,1,Orthodox,182.88,187.96,185,25,35
Tito Ortiz,Forrest Griffin,2006-04-15,"Anaheim, California, USA",Red,0,LightHeavyweight,1,3,0,3,0,0,0,0,1,1,1,0,Orthodox,190.5,195.58,205,9,1,0,11,4,0,0,1,3,5,1,1,Orthodox,190.5,187.96,205,27,31
Sean Sherk,Nick Diaz,2006-04-15,"Anaheim, California, USA",Red,0,Welterweight,0,2,0,4,3,0,0,0,0,3,1,0,Southpaw,185.42,193.04,185,1,3,0,3,2,0,0,0,1,0,1,1,Orthodox,167.64000000000001,170.18,155,22,32
Karo Parisyan,Nick Thompson,2006-04-15,"Anaheim, California, USA",Red,0,Welterweight,0,1,0,1,0,0,0,0,1,0,0,0,Orthodox,185.42,187.96,170,0,1,0,4,1,0,0,1,2,0,1,0,Orthodox,177.8,182.88,170,24,23
Jason Lambert,Terry Martin,2006-04-15,"Anaheim, California, USA",Red,0,LightHeavyweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,172.72,180.34,185,0,1,0,1,0,0,0,0,0,0,1,0,Orthodox,190.5,190.5,185,25,30
David Terrell,Scott Smith,2006-04-15,"Anaheim, California, USA",Red,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,177.8,185,1,1,0,1,1,0,0,0,0,1,0,0,Southpaw,185.42,,185,26,28
Thiago Alves,Derrick Noble,2006-04-15,"Anaheim, California, USA",Red,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,175.26,,170,0,0,1,1,1,0,0,0,0,1,0,0,Orthodox,175.26,177.8,170,27,22
Dan Christison,Brad Imes,2006-04-06,"Las Vegas, Nevada, USA",Red,0,Heavyweight,1,0,1,0,1,0,0,0,0,0,0,0,Orthodox,200.66,,265,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,203.2,,265,29,33
Luke Cummo,Jason Von Flue,2006-04-06,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,1,0,1,0,0,0,0,0,0,1,0,Orthodox,182.88,,170,1,0,1,0,1,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,30,25
Stephan Bonnar,Keith Jardine,2006-04-06,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,0,2,0,2,0,0,0,0,1,1,0,0,Orthodox,187.96,193.04,185,1,0,1,2,1,0,0,0,1,0,1,0,Orthodox,193.04,200.66,205,30,29
Chris Leben,Luigi Fioravanti,2006-04-06,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,170,0,4,0,4,0,0,0,1,0,2,1,0,Southpaw,180.34,185.42000000000002,185,25,25
Rashad Evans,Sam Hoger,2006-04-06,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,0,1,0,2,1,0,0,0,1,0,1,0,Orthodox,187.96,,205,1,1,0,1,0,0,0,1,0,0,0,0,Orthodox,182.88,190.5,205,25,26
Josh Koscheck,Ansar Chalangov,2006-04-06,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,175.26,,170,0,2,0,2,1,0,0,0,0,1,1,0,Orthodox,177.8,185.42000000000002,170,26,28
Jon Fitch,Joshua Burkman,2006-04-06,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,2,0,2,0,0,0,0,0,1,1,0,Orthodox,177.8,182.88,170,0,1,0,1,0,0,0,0,1,0,0,0,Orthodox,182.88,187.96,170,25,28
Josh Neer,Joe Stevenson,2006-04-06,"Las Vegas, Nevada, USA",Red,0,Welterweight,1,1,0,1,0,0,0,0,1,0,0,0,Orthodox,170.18,177.8,145,0,0,1,1,1,0,0,0,0,0,1,0,Orthodox,180.34,182.88,170,23,23
Chael Sonnen,Trevor Prangley,2006-04-06,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,2,0,2,1,0,0,0,1,0,1,0,Orthodox,185.42,190.5,185,0,0,1,0,1,0,0,0,0,0,0,0,Southpaw,185.42,185.42000000000002,205,33,29
Jason Lambert,Rob MacDonald,2006-03-04,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,205,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,185,27,30
Mike Swick,Steve Vigneault,2006-03-04,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,,185,0,2,0,2,0,0,0,0,0,2,0,0,Orthodox,185.42,195.58,170,28,26
Georges St-Pierre,BJ Penn,2006-03-04,"Las Vegas, Nevada, USA",Red,0,Welterweight,3,3,0,6,2,0,0,0,1,4,1,0,Orthodox,175.26,177.8,155,1,2,0,5,1,0,0,0,2,2,1,0,Orthodox,180.34,193.04,185,27,24
Rich Franklin,David Loiseau,2006-03-04,"Las Vegas, Nevada, USA",Red,1,Middleweight,0,1,0,4,1,0,0,0,0,2,0,2,Orthodox,182.88,193.04,185,2,6,0,6,0,0,0,0,0,4,1,1,Southpaw,185.42,193.04,185,26,31
Tom Murphy,Icho Larenas,2006-03-04,"Las Vegas, Nevada, USA",Red,0,Heavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,,235,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,187.96,,227,25,31
Sam Stout,Spencer Fisher,2006-03-04,"Las Vegas, Nevada, USA",Red,0,Lightweight,0,2,0,2,0,0,0,0,0,0,1,1,Southpaw,170.18,172.72,155,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,155,29,21
Mark Hominick,Yves Edwards,2006-03-04,"Las Vegas, Nevada, USA",Red,0,Lightweight,0,0,2,6,2,0,0,1,1,3,1,0,Southpaw,175.26,185.42000000000002,155,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,145,29,23
Nate Marquardt,Joe Doerksen,2006-03-04,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,1,1,2,0,0,0,0,0,1,0,Orthodox,182.88,190.5,185,0,1,0,1,0,0,0,0,1,0,0,0,Orthodox,182.88,187.96,185,28,26
Jeff Monson,Branden Lee Hinkle,2006-02-04,"Las Vegas, Nevada, USA",Red,0,Heavyweight,0,1,0,1,0,0,0,0,0,1,0,0,Orthodox,190.5,,235,0,1,0,1,2,0,0,0,1,0,0,0,Orthodox,175.26,187.96,247,32,35
